streamGauge,NSE,peakFlow.observed,peakFlow.modeled,percentError.peakFlow,flowVolume.observed,flowVolume.modeled,percentError.FlowVolume,ID
11048400,0.0695552218430908,2.9625,3.24668057627075,9.59259329183966,112662,15358.0122732588,-86.3680635234074,19
11048200,NA,0,0,NA,0,0,NA,19
SANDIEGO_CULVER,-0.035926369990859,20.605,13.7439364205528,-33.2980518293968,1456250.4,477076.039128822,-67.2394226206687,19
11048553,-1.87840386763688,1.81,0.0182930135397134,-98.9893362685241,139509,1112.86617556364,-99.2022979337794,19
SANDIEGO_CAMPUS,-0.436821337165845,64.467,28.6360474622331,-55.5803008326227,8242711.2,1338465.98135958,-83.7618236417215,19
ELMODENA,0.0178247335767625,702.289,237.880262892588,-66.1278671753953,19534489.2,3792443.44068736,-80.585909353148807,2
CENTRAL_IRVINE,NA,-Inf,37.973393634061,NA,0,1575527.21272447,Inf,2
PETERS,-8.21646091901895,152.88,545.156281487519,256.5909742854,6356736,12137241.7688012,90.9351240762738,2
11048400,0.812860839833673,13.25,10.7788002439888,-18.6505641963109,305280,401487.82110141,31.5146164509335,2
11048200,-0.0225082293520342,1.45,0,-100,17694,0,-100,2
SANDIEGO_CULVER,0.682090391728744,477.21,335.211647984962,-29.755946441826,25169630.4,8416045.48530931,-66.5626973795002,2
11048553,0.49527043008427,9.775,5.30445070912034,-45.7345195997919,567747,165214.153461614,-70.9000393728873,2
SANDIEGO_CAMPUS,0.851321703190143,935.021,931.355028002495,-0.392073760643336,37150189.2,23602911.8637847,-36.4662404901434,2
PETERS,0.939994145969343,4192.84,4869.94873926979,16.1491671342047,80078011.2,87003284.8101235,8.64815884703626,20
11048400,-1.29369715372823,53.375,86.4408364198443,61.9500448146966,2572623,4900401.09158353,90.4826743593418,20
SANDIEGO_CULVER,0.691436476046768,942.425,1631.78264193347,73.1472151028963,59549349.6,52548391.2772445,-11.7565655540855,20
11048553,-41.2614227177463,35.74,346.686237691313,870.023048940439,1364148,6333911.73135789,364.312650193226,20
SANDIEGO_CAMPUS,0.764965966941639,4955.699,7747.01068601826,56.3252870284951,186341407.2,180164271.367172,-3.31495609357402,20
PETERS,0.758910670669733,5922.879,7806.89373210355,31.8091038514133,297058755.6,226753101.042369,-23.6672554611723,21
11048400,-1.32167283048389,128.25,151.910588933352,18.448802287214,17390862,16914942.9330973,-2.73660424021947,21
11048200,-14.2985790200915,29.575,115.951569867119,292.059407834722,1638603,5445030.07442916,232.297089315055,21
SANDIEGO_CULVER,-4.22767219521324,1439.492,3720.85268529499,158.483734907522,52731594,141595042.428943,168.520315219265,21
11048553,-1.14738367713582,102,266.977865506484,161.743005398514,9846990,16703892.5348147,69.6345028766631,21
SANDIEGO_CAMPUS,0.739490494845244,16565.623,12641.2794921659,-23.6896825904712,875926915.2,456034629.812832,-47.93690867363,21
PETERS,0.961540108832223,3756.117,4260.14845665567,13.4189498531507,74880403.2,52039667.2417043,-30.5029553557421,22
11048400,0.0118939615564494,20.175,38.7870198021397,92.2528862559589,2479869,1953200.15748137,-21.2377687095015,22
11048200,-1.15078276057324,4.48,13.4036335513386,199.188248913808,455589,134856.29437423,-70.3995719005002,22
SANDIEGO_CULVER,-Inf,8.549,627.874870543157,7244.42473439183,14741895.6,23002843.7442439,56.0372177933745,22
11048553,0.0282827755647852,29.9,78.7083916292839,163.238767990916,4106061,1926449.66154296,-53.0827802718234,22
SANDIEGO_CAMPUS,0.928515924379666,5332.471,4915.77212064371,-7.8143674734713,148838029.2,91427926.9874185,-38.5721999418825,22
ELMODENA,-2.20120654581493,619.147,43.8868316607289,-92.9117266722234,211883853.6,266182.580284475,-99.874373353249,23
CENTRAL_IRVINE,-246447.172532253,394.612,11.5566743110436,-97.0713829505835,46721804.4,94313.7989823369,-99.7981375073298,23
11048400,-0.765042646377721,1.165,0,-100,101298,0,-100,23
11048200,NA,0,0,NA,0,0,NA,23
SANDIEGO_CULVER,-1.386919861022,219.044,25.6159894167664,-88.3055507492712,63558208.8,433954.883917004,-99.3172323573773,23
11048553,-163339.713278617,0.28,136.333521561628,48590.5434148671,110874,1128417.0327843,917.747202035015,23
SANDIEGO_CAMPUS,-1034.2993811562,15.982,382.044081712429,2290.46478358421,1887728.4,6459958.34801518,242.208039462413,23
ELMODENA,-6.03125798223896,111.786,196.550306503406,75.8273008278371,1301871.6,8889580.8398176,582.830844441003,24
CENTRAL_IRVINE,NA,-Inf,41.831084571803,NA,0,1131458.10905028,Inf,24
PETERS,-2.83968378240867,999.279,763.037198052519,-23.6412255183468,14039398.8,72120979.2693265,413.704185604632,24
11048200,-0.088492273737605,0.195,0,-100,5238,0,-100,24
SANDIEGO_CULVER,0.360549234747867,233.228,355.05749095049,52.2362199009081,3271579.2,6363898.28481305,94.520685447965,24
11048553,-4.54003678907582,9.5475,17.5794543588377,84.1262567042441,232236,810185.757744089,248.863121025202,24
SANDIEGO_CAMPUS,-7.85426209931677,1777.204,1806.60314125041,1.65423559987543,30996133.2,214628149.03574,592.435239101826,24
ELMODENA,0.611876878979284,948.728,1135.96483668246,19.7355655870239,64026576,100960000.79995,57.6845227518494,25
CENTRAL_IRVINE,NA,-Inf,479.816482268209,NA,0,51328920.6444905,Inf,25
PETERS,0.903704877348262,5592.575,4797.94031731302,-14.2087443205854,520110417.6,409736688.202249,-21.2212110472733,25
11048400,0.783598812711888,421,307.680230211523,-26.916809926004,30969111,33495667.4493376,8.15831119381362,25
11048200,0.569077473675542,121,119.490392364284,-1.24760961629421,7841739,7801678.77040048,-0.510859002059615,25
SANDIEGO_CULVER,0.751003834141023,9782.114,4170.10857975337,-57.3700676586536,469224997.2,327472011.779005,-30.2100242456978,25
11048553,0.217017304759158,1340,290.846694572433,-78.295022793102,66669310.5,31866774.1989133,-52.2017342613536,25
SANDIEGO_CAMPUS,0.570550649115164,35584.273,9341.17538251631,-73.7491464768261,1576683284.4,894704620.215959,-43.2540048424224,25
ELMODENA,0.171509161265602,433.216,557.909691465329,28.783260882638,8876984.4,17014002.1515901,91.6642114589063,26
CENTRAL_IRVINE,-0.120137646112986,1192.386,184.133590602609,-84.5575517825093,110421248.4,8418191.18597398,-92.3762941390781,26
PETERS,0.962003256885083,1941.558,1709.11824969461,-11.9718159491187,63108270,65530327.6248997,3.837940138273,26
11048400,-9.45640770449315,20.95,96.8710735858925,362.391759359869,2143755,4708524.25028791,119.639102895989,26
11048200,-102.598821491635,3.4425,22.4371418769251,551.768827216416,280584,1348886.10341871,380.74234575696,26
SANDIEGO_CULVER,0.423742621939237,836.836,1402.97271581859,67.6520507983153,27278564.4,55316144.6245999,102.782462498649,26
11048553,-0.485705913076933,62.25,167.653453647629,169.322817104625,5697198,4413046.47298397,-22.5400543743789,26
SANDIEGO_CAMPUS,0.951436480033736,3667.224,3550.00663759665,-3.19635131105573,193686217.2,150809524.188614,-22.1371936688253,26
ELMODENA,-23.2045883582115,0.569,0,-100,342392.4,0,-100,27
CENTRAL_IRVINE,-20.9432483036749,2.578,0,-100,1325361.6,0,-100,27
PETERS,-1075.50377030644,3.645,0,-100,3307528.8,0,-100,27
11048400,-8.21736565614704,0.745,0,-100,246159,0,-100,27
SANDIEGO_CULVER,NA,0,0,NA,0,0,NA,27
11048553,-27.2854313187571,0.3075,0,-100,159660,0,-100,27
SANDIEGO_CAMPUS,-15.9688465863119,10.611,0,-100,5228600.4,0,-100,27
PETERS,0.932463883731625,1455.049,1196.67693589395,-17.7569321793321,33823234.8,23605327.5719074,-30.2097279828853,28
11048400,-38.3169265397961,11.325,64.6607731296363,470.956054124824,669006,2132830.51704776,218.805887697234,28
11048200,-1142.46006605972,0.5225,19.1450348025285,3564.12149330689,15543,363303.518900752,2237.4092446809,28
SANDIEGO_CULVER,-9.62556690095817,188.387,654.554017755974,247.451797499814,93154525.2,16481402.7135139,-82.3074588398913,28
11048553,-191.067200355867,9.1775,111.853785234541,1118.78273205711,279549,3263117.73101254,1067.27934316078,28
SANDIEGO_CAMPUS,0.849267672873532,1857.019,2445.34884127406,31.681412052007,51237579.6,55398620.7513831,8.12107282168164,28
ELMODENA,-121.750081917762,17.929,263.266269882055,1368.38234080013,1074636,4237474.90504896,294.317229745603,29
CENTRAL_IRVINE,-0.32657092817378,309.916,22.3619753671365,-92.7845043924365,17769754.8,675620.152776756,-96.1979207907992,29
PETERS,0.719257964504683,522.995,471.740113305595,-9.80026323280433,17333798.4,10159999.3119602,-41.3861920076318,29
11048400,-7.21106950499992,1.675,6.99988924793136,317.903835697395,125640,86566.2506983123,-31.0997686259851,29
SANDIEGO_CULVER,-6.16556427424458,238.633,170.150946868265,-28.6976458124966,75011680.8,3545391.7397465,-95.2735471303471,29
11048553,-9.83579532116962,1.545,5.60579595328389,262.834689532938,167058,127261.027087733,-23.8222491064581,29
SANDIEGO_CAMPUS,0.00481927713844565,304.503,563.055372513197,84.9096306155266,32148644.4,15877095.7149743,-50.6134830525723,29
ELMODENA,0.519234536390484,1877.612,1209.78086887928,-35.5681115758059,204668442,78041523.0214542,-61.8692934490339,3
CENTRAL_IRVINE,NA,-Inf,273.186182850393,NA,0,44752310.0073643,Inf,3
11048400,-2.21685922045228,128.25,254.051389371694,98.09075194674,16731594,40980574.1364676,144.929288485411,3
11048200,0.154347280765778,80.25,73.3690268117592,-8.5744214183686,9249408,11605770.9432018,25.4758244333233,3
SANDIEGO_CULVER,0.665510024751364,3203.324,2720.663699591,-15.0674830397737,532890655.2,285110213.187788,-46.4974267411796,3
11048553,-0.0608448655398406,540.4,77.3463098335989,-85.6872113557367,56403315,7525637.29693986,-86.6574556886597,3
PETERS,0.929782375916934,1516.351,1312.7433071058001,-13.4274777339943,34800181.2,26995218.6748794,-22.4279364531603,30
11048400,-1.69239407604211,17.05,39.5655093867535,132.055773529346,1008891,1874794.31873356,85.8272418659263,30
11048200,-14.8197405783652,2.8475,15.8780670255038,457.61429413534,217386,303154.657686638,39.4545452267568,30
SANDIEGO_CULVER,0.174430176751223,1059.964,651.810404389341,-38.5063639529889,88021346.4,22969692.829634,-73.9044064092685,30
11048553,0.628499023702281,15.25,12.1143166711669,-20.5618578939875,819522,501375.067991998,-38.8210361659604,30
SANDIEGO_CAMPUS,0.913174512918955,2067.805,1849.82321870467,-10.5416991106671,60881202,56189629.5970461,-7.70611001233822,30
PETERS,0.0343845055499931,401.724,65.8782551755225,-83.6011153987508,14710759.2,1281655.86779905,-91.2876293441127,31
11048400,-1.06687383614672,2.5775,2.08758357855793,-19.0074266320881,232875,19099.2083705703,-91.7985149240707,31
11048200,-0.0961417057948395,0.49,0,-100,16470,0,-100,31
SANDIEGO_CULVER,-2.22499867148011,50.744,13.1469313991954,-74.0916533990316,12034512,347240.777483638,-97.1146251922501,31
11048553,-9.29697764156515,0.6525,0.104884551977757,-83.925739160497,125208,3229.28863211173,-97.4208607819694,31
SANDIEGO_CAMPUS,0.539003936954135,81.384,67.2472526618955,-17.3704258061836,5745952.8,2056069.48007629,-64.2170837171463,31
ELMODENA,-26.9890079519843,0.835,0,-100,265356,0,-100,32
CENTRAL_IRVINE,NA,-Inf,1.40140477111375,NA,0,21400.1123256799,Inf,32
PETERS,-7.64662931375938,21.188,2.64495900722139,-87.516712255893,4222875.6,73341.8213124881,-98.2632256249157,32
11048400,-4.85802445756553,1.1075,3.59163975382124,224.30155790711,144999,20124.9170576561,-86.1206511371416,32
SANDIEGO_CULVER,-62914.7506850743,13641.298,52.4842004468841,-99.6152550846196,5792634061.2,1489051.66652214,-99.9742940491184,32
11048553,-12.702426954546,0.51,2.03092401373162,298.220394849337,60633,12849.4820742523,-78.8077745217088,32
SANDIEGO_CAMPUS,-815399.04822241,0.525,46.5634774942603,8769.23380843053,219153.6,1606134.91674844,632.880918565079,32
PETERS,-0.448393168835023,118.114,73.7115126491535,-37.5929079963819,9900489.6,1397377.31487459,-85.8857756400795,33
11048400,0.426892413068927,5.9,3.79922170783069,-35.6064117316832,140913,47516.4146368101,-66.2796089524671,33
SANDIEGO_CULVER,-2.13844608113407,27.378,23.5819611478322,-13.8652891086559,7584735.6,721341.553891491,-90.4895623007414,33
11048553,-6.88891677663675,0.47,0.00328170687523119,-99.3017644946317,79290,312.010942691425,-99.6064939554907,33
SANDIEGO_CAMPUS,0.418769382598747,32.901,41.4740830333096,26.0572111282623,4151667.6,2126968.20945916,-48.7683404745804,33
ELMODENA,-9.50665089663218,122.883,243.473082020506,98.1340641264504,2056186.8,6076017.61441201,195.499300667236,34
CENTRAL_IRVINE,-18.5575242089108,347.933,56.6965425816553,-83.7047527593947,153646027.2,2406230.03127369,-98.4339132777306,34
SANDIEGO_CULVER,0.733606436581014,298.687,435.96802055321,45.9614983421475,16736878.8,12544696.2019297,-25.0475769596321,34
11048553,-5.489771443759,4.9525,10.6162275251797,114.360979811806,252576,468229.399271012,85.3815878274309,34
SANDIEGO_CAMPUS,0.62570671681464,931.858,1261.9944812304,35.4277670235594,68074092,39424857.6372403,-42.0853712786352,34
ELMODENA,-4300.06960057711,1.813,253.75569514858,13896.4531245769,375202.8,3220160.4793065,758.245322078219,35
CENTRAL_IRVINE,NA,-Inf,53.2116281894218,NA,0,1276109.77053121,Inf,35
11048400,-1.21140132351396,6.7325,12.9306215203572,92.0627036072365,393660,348676.713702228,-11.4269385504678,35
11048200,-0.0148367952522255,0.00875,0,-100,67.5,0,-100,35
SANDIEGO_CULVER,0.476691632731008,186.819,78.2620302280926,-58.1080991611706,9896590.8,3971709.81083615,-59.8678990462438,35
11048553,-9.26600016267902,2.96,11.3636789366474,283.908072184034,180873,218736.659399386,20.9338372224633,35
ELMODENA,-0.0598227640891733,212.072,51.420641903447,-75.7532149913958,7942687.2,908468.372887797,-88.5622038233131,36
CENTRAL_IRVINE,-4056.01479502805,675.962,28.4835573101954,-95.7862191498641,14278179.6,817249.110734424,-94.2762373521732,36
11048400,-0.61012753193925,5.0325,14.8055822993629,194.199350210887,261306,180542.347758482,-30.9076914581058,36
SANDIEGO_CULVER,-9.89993073968887,796.765,229.672306624245,-71.1743981444661,190263002.4,4506100.14702321,-97.631646673193,36
11048553,-6.98628933963815,1.265,5.7089660740271,351.301665930996,127710,143331.308236657,12.2318598674003,36
SANDIEGO_CAMPUS,0.459635849633676,275.809,407.733940958677,47.8319927771309,13886888.4,9857589.60731932,-29.0151305074266,36
ELMODENA,-1.94168847454352,48.634,23.1379953963716,-52.4242394284418,4716896.4,147609.769709065,-96.8706166684292,37
CENTRAL_IRVINE,-0.951596638370757,1974.204,44.9321595388199,-97.7240366477416,216957621.6,744888.819907913,-99.6566662123162,37
11048400,-17.8497099275502,2.3275,23.5004477096115,909.686260348507,246771,145621.100330361,-40.9893786829242,37
SANDIEGO_CULVER,-8612.13819581096,5.401,1021.73247639601,18817.4685501946,490147.2,9312407.03528116,1799.92048006827,37
11048553,-21.3980969796101,0.765,4.33996341477321,467.315479055321,111753,129976.865011485,16.3072714034391,37
SANDIEGO_CAMPUS,-15.6248655402071,148.671,995.20034647882,569.397761822292,6855854.4,11952960.4569364,74.3467664210668,37
ELMODENA,-2.61560419172374,586.019,1366.25553263184,133.141849092238,9040150.8,19792700.2914591,118.942147419257,38
CENTRAL_IRVINE,-1.80343250773434,0.593,338.001335838949,56898.5389273101,3214.8,8320317.98804853,258712.92733758,38
11048400,-14.3746869151527,18.875,125.508864590501,564.947626969542,2773854,5654967.28770041,103.866796439193,38
11048200,-25.8529539854282,6.5225,47.2309992706213,624.124174329188,422010,1744649.08752465,313.414157845704,38
SANDIEGO_CULVER,-0.16305709498922,812.9,1866.61654890237,129.624375556941,28274720.4,50474980.7172169,78.5162859372321,38
11048553,-8.19691809821143,54.9,263.588408731638,380.124606068557,1791675,5589461.23043946,211.96847812463,38
SANDIEGO_CAMPUS,0.727328211021868,4361.644,6906.24945574733,58.3405123331324,137342206.8,144615868.222375,5.29601321534535,38
SANDIEGO_CULVER,0.0341847047350272,223.628,387.834017303127,73.4282009869636,3014024.4,5730964.9190375,90.1432821525102,39
SANDIEGO_CAMPUS,0.48505731711044,468.516,617.331958640843,31.7632607298028,12154928.4,10603592.6528643,-12.7630183912534,39
ELMODENA,0.795168604958032,247.97,147.694528560682,-40.4385495984668,3711096,1859029.41117709,-49.906189137196,4
CENTRAL_IRVINE,NA,-Inf,50.0294188510134,NA,0,1599479.90086391,Inf,4
11048400,-1.28512526853371,8.625,13.3304466980642,54.5559037456719,350514,520150.029536216,48.3963634936738,4
11048200,-0.011512779184895,0.3,0,-100,1800,0,-100,4
SANDIEGO_CULVER,0.116717582666034,341.254,229.695843226909,-32.6906517646946,41267347.2,10295678.3155655,-75.0512717338771,4
11048553,-2420.23390611041,2.275,210.487248425041,9152.18674395785,254322,3898561.93218292,1432.92358985181,4
SANDIEGO_CAMPUS,-2.09456138463493,200.441,708.736454140697,253.588564286098,30749583.6,30902157.9416139,0.496183439745651,4
ELMODENA,0.572568364225359,225.585,254.890286628675,12.9907957659751,5971154.4,2457331.58199546,-58.8466246661539,40
CENTRAL_IRVINE,NA,-Inf,70.7157274699394,NA,0,997679.335028229,Inf,40
11048200,-0.0138994479886292,0.0475,0,-100,261,0,-100,40
SANDIEGO_CULVER,0.690763436553687,479.367,237.4126030103,-50.4737282686752,8271475.2,4449812.40782774,-46.2029166474713,40
LANE,0.452522546697381,38.392,43.4908433123425,13.2810046685312,1354057.2,505302.630417973,-62.6823275694725,40
SANDIEGO_CAMPUS,0.513372073007494,558.661,664.633193007915,18.9689620374279,17673451.2,13953107.825605,-21.0504633888088,40
ELMODENA,0.0158689683586503,553.636,842.740975665517,52.2193238274818,8405254.8,16600831.1651934,97.50538871461,41
CENTRAL_IRVINE,NA,-Inf,197.164291030652,NA,0,6640819.62517749,Inf,41
PETERS,0.907595845988589,3028.378,2763.22205427162,-8.75570836032953,80638257.6,60951329.8370891,-24.4138803947953,41
11048200,-32.2067363358837,5.27,25.6968504532242,387.606270459662,144702,946004.38058606,553.760404545936,41
SANDIEGO_CULVER,0.839091661680484,1069.416,1229.53720028967,14.9727702119353,40499611.2,37120479.9253205,-8.34361411024975,41
LANE,0.868819635748942,181.138,301.289927142984,66.3317068439444,5254639.2,4815589.92089556,-8.35546004955859,41
SANDIEGO_CAMPUS,0.978676529753652,4183.581,4331.04387247997,3.52480022449594,123492020.4,121967768.67168,-1.23429167599863,41
11048200,-0.0211491563667954,1.5025,0,-100,16290,0,-100,42
