Datetime,ELMODENA,CENTRAL_IRVINE,PETERS,11048400,11048200,SANDIEGO_CULVER,LANE,11048553,SANDIEGO_CAMPUS,11048600,ID
2004-10-16T00:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T01:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T02:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T03:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T04:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T05:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T06:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T07:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T08:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T09:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T10:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T11:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T12:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T13:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T14:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T15:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T16:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T17:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T18:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T19:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T20:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T21:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T22:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-16T23:00:00Z,0,0,0,0,0,0,0,0,0,0,1
2004-10-17T00:00:00Z,43.6135610940965,4.61273465304392,9.29893998473248,0,0,0,6.87014079585204,0,0,6.08016859500159,1
2004-10-17T01:00:00Z,356.562928133131,18.2908576923684,280.537349941452,0,0,1.07769257163328,45.0062135005124,0,0,5.26283727886622,1
2004-10-17T02:00:00Z,455.408802246853,14.7724986296363,1160.30226320278,0,0,3.30756728829374,96.4583722298646,1.00718206376265,0,19.0799583085094,1
2004-10-17T03:00:00Z,223.442453273013,15.8219438420751,1237.5797992558,0,0,4.01793236765256,94.2675773071502,0.0864041849436032,378.516066305454,5.81245270462417,1
2004-10-17T04:00:00Z,32.2040683948362,2.53871624157825,467.723195466127,0.0279688210601199,0,0.688898061937295,45.0960018975688,0.194282622796442,1384.04691854645,1.02954498316087,1
2004-10-17T05:00:00Z,28.8717825183297,5.86100769966187,170.298767333764,0.498367789727536,0,0.205824952460959,25.023596046519,1.38510936944701,749.625446755085,8.21711035775919,1
2004-10-17T06:00:00Z,97.9784529097398,18.9649205229363,198.105716912787,1.05491024454813,0,8.10801845965719,23.2396758734174,10.1497513225308,409.232544480242,2.71892067736268,1
2004-10-17T07:00:00Z,465.284565879795,11.0088851300676,505.084623678392,2.42179535708116,0.00457084090023364,7.17770565245435,25.1315945895493,2.53365722820888,284.383201012785,6.86022032853135,1
2004-10-17T08:00:00Z,282.952890257434,12.6535003175353,1086.04811103726,2.18524140926238,0.106854161666557,8.4062745716957,26.0230221553347,7.08393322875155,510.641127904782,2.82763483975386,1
2004-10-17T09:00:00Z,37.5329839325525,9.03712541455981,510.264064790379,1.81558575004442,0.181994480636249,12.8431934303524,24.2131312338852,7.17147280029996,1155.45618865409,9.35007814363238,1
2004-10-17T10:00:00Z,8.45331217552505,3.02989872932514,174.697610205229,0.163446538406986,2.95039853506528e-33,12.692790760018,11.4780257527584,2.78704583011825,738.810313712217,4.41848448053637,1
2004-10-17T11:00:00Z,3.23463675786285,2.4993761743706,72.721187349189,0.110524050803897,2.3849603543019597e-12,6.07698343891137,5.71007557288285,2.47561939373576,387.432745095209,0.965624718222774,1
2004-10-17T12:00:00Z,1.65143499703598,2.329039779733,37.3932238396061,0.0730745157485687,4.26291456932317e-6,3.01616051908123,3.11495733847606,1.1264793621931,211.605226068586,0.336536880346634,1
2004-10-17T13:00:00Z,1.10395213638954,2.15823619592291,23.7235746383371,0.0491571784832947,3.6148060431075e-4,3.62795541939583,1.81693788587741,0.61613785415736,131.34215698968,0.156212892907423,1
2004-10-17T14:00:00Z,0.88527675269067,2.00224691274013,17.3443593287141,0.033672689817564,0.00116455947656978,2.73216058912668,1.12130896630286,0.380810470699704,85.3621429002262,0.0861040644848521,1
2004-10-17T15:00:00Z,0.750190898439718,1.86095297875795,13.7753999076759,0.0234681951723995,0.00116517785194615,1.93698599599189,0.728761434902806,0.257654844612928,58.3712898269817,0.0536869166831448,1
2004-10-17T16:00:00Z,0.647795992319731,1.73299220027372,11.5763377793015,0.0166298989203303,8.8857412318857e-4,1.40100791793211,0.497434146278013,0.210377020573831,42.3555913650415,0.0364615826287579,1
2004-10-17T17:00:00Z,0.564738803194156,1.61696874771522,10.0905513484105,0.0119828104060083,6.554625692841e-4,1.12479523189157,0.352254069506813,0.327953252320629,32.506048171171,0.0261823417158839,1
2004-10-17T18:00:00Z,0.495123094210497,3.75024220498565,8.9975867250083,2.03135933138252,0.256200614308709,1.03880343907756,0.255978945839192,0.454116897294005,26.8241088856388,0.0195747714707122,1
2004-10-17T19:00:00Z,0.435751723724815,2.68794265618434,8.2618558727317,0.00658005809340322,3.7271964820182e-4,4.91587847841275,0.190552149158001,0.423080653457002,22.4866531205729,0.0150970960034475,1
2004-10-17T20:00:00Z,0.3846044472773,1.48265664365223,9.24772071968631,0.00516905778274606,2.8948845723999e-4,14.999877107721,0.145329809822351,0.366519471117108,19.1089945324153,0.0119361730771117,1
